session_id,round_id,start_time,end_time,trial_elapsed_seconds
84a32360-b241-415e-9626-55dddd442162,19,2025-03-30 17:03:28.007,2025-03-30 17:03:31.681,3.674
84a32360-b241-415e-9626-55dddd442162,20,2025-03-30 17:03:31.683,2025-03-30 17:03:33.766,2.083
84a32360-b241-415e-9626-55dddd442162,21,2025-03-30 17:03:33.768,2025-03-30 17:03:37.332,3.564
84a32360-b241-415e-9626-55dddd442162,22,2025-03-30 17:03:37.334,2025-03-30 17:03:42.220,4.886
84a32360-b241-415e-9626-55dddd442162,23,2025-03-30 17:03:42.223,2025-03-30 17:03:51.993,9.77
84a32360-b241-415e-9626-55dddd442162,24,2025-03-30 17:03:51.997,2025-03-30 17:03:57.406,5.409
84a32360-b241-415e-9626-55dddd442162,25,2025-03-30 17:03:57.408,2025-03-30 17:03:59.980,2.572
84a32360-b241-415e-9626-55dddd442162,26,2025-03-30 17:03:59.982,2025-03-30 17:04:05.536,5.554
84a32360-b241-415e-9626-55dddd442162,27,2025-03-30 17:04:05.539,2025-03-30 17:04:11.077,5.538
84a32360-b241-415e-9626-55dddd442162,28,2025-03-30 17:04:11.081,2025-03-30 17:04:13.888,2.807
84a32360-b241-415e-9626-55dddd442162,29,2025-03-30 17:04:13.889,2025-03-30 17:04:18.315,4.426
84a32360-b241-415e-9626-55dddd442162,30,2025-03-30 17:04:18.318,2025-03-30 17:04:21.320,3.002
2a298ece-1693-424d-9d70-7988e3c23aa6,35,2025-03-30 17:14:15.120,2025-03-30 17:14:20.210,5.09
2a298ece-1693-424d-9d70-7988e3c23aa6,36,2025-03-30 17:14:20.213,2025-03-30 17:14:27.756,7.543
2a298ece-1693-424d-9d70-7988e3c23aa6,37,2025-03-30 17:14:27.760,2025-03-30 17:14:33.172,5.412
2a298ece-1693-424d-9d70-7988e3c23aa6,38,2025-03-30 17:14:33.174,2025-03-30 17:14:36.024,2.85
2a298ece-1693-424d-9d70-7988e3c23aa6,39,2025-03-30 17:14:36.026,2025-03-30 17:14:41.316,5.29
2a298ece-1693-424d-9d70-7988e3c23aa6,40,2025-03-30 17:14:41.319,2025-03-30 17:14:53.441,12.122
2a298ece-1693-424d-9d70-7988e3c23aa6,41,2025-03-30 17:14:53.451,2025-03-30 17:14:59.178,5.727
2a298ece-1693-424d-9d70-7988e3c23aa6,42,2025-03-30 17:14:59.181,2025-03-30 17:15:02.072,2.891
2a298ece-1693-424d-9d70-7988e3c23aa6,43,2025-03-30 17:15:02.074,2025-03-30 17:15:06.682,4.608
2a298ece-1693-424d-9d70-7988e3c23aa6,44,2025-03-30 17:15:06.684,2025-03-30 17:15:16.456,9.772
2a298ece-1693-424d-9d70-7988e3c23aa6,45,2025-03-30 17:15:16.461,2025-03-30 17:15:20.423,3.962
2a298ece-1693-424d-9d70-7988e3c23aa6,46,2025-03-30 17:15:20.425,2025-03-30 17:15:25.769,5.344
2a298ece-1693-424d-9d70-7988e3c23aa6,47,2025-03-30 17:15:25.772,2025-03-30 17:15:30.350,4.578
2a298ece-1693-424d-9d70-7988e3c23aa6,48,2025-03-30 17:15:30.353,2025-03-30 17:15:34.708,4.355
2a298ece-1693-424d-9d70-7988e3c23aa6,49,2025-03-30 17:15:34.711,2025-03-30 17:15:42.380,7.669
2a298ece-1693-424d-9d70-7988e3c23aa6,50,2025-03-30 17:15:42.384,2025-03-30 17:15:57.389,15.005
52c3627d-635c-44b0-8eca-f1a6c372019d,51,2025-03-30 17:23:36.013,2025-03-30 17:24:00.482,24.469
52c3627d-635c-44b0-8eca-f1a6c372019d,52,2025-03-30 17:24:00.564,2025-03-30 17:24:04.489,3.925
52c3627d-635c-44b0-8eca-f1a6c372019d,53,2025-03-30 17:24:04.491,2025-03-30 17:24:16.978,12.487
52c3627d-635c-44b0-8eca-f1a6c372019d,54,2025-03-30 17:24:16.983,2025-03-30 17:24:20.302,3.319
52c3627d-635c-44b0-8eca-f1a6c372019d,55,2025-03-30 17:24:20.305,2025-03-30 17:24:24.339,4.034
52c3627d-635c-44b0-8eca-f1a6c372019d,56,2025-03-30 17:24:24.341,2025-03-30 17:24:28.001,3.66
52c3627d-635c-44b0-8eca-f1a6c372019d,57,2025-03-30 17:24:28.002,2025-03-30 17:24:33.819,5.817
52c3627d-635c-44b0-8eca-f1a6c372019d,58,2025-03-30 17:24:33.821,2025-03-30 17:24:45.764,11.943
52c3627d-635c-44b0-8eca-f1a6c372019d,59,2025-03-30 17:24:45.770,2025-03-30 17:24:59.699,13.929
52c3627d-635c-44b0-8eca-f1a6c372019d,60,2025-03-30 17:24:59.706,2025-03-30 17:25:14.497,14.791
52c3627d-635c-44b0-8eca-f1a6c372019d,61,2025-03-30 17:25:14.503,2025-03-30 17:25:27.108,12.605
52c3627d-635c-44b0-8eca-f1a6c372019d,62,2025-03-30 17:25:27.114,2025-03-30 17:25:33.761,6.647
52c3627d-635c-44b0-8eca-f1a6c372019d,63,2025-03-30 17:25:38.885,2025-03-30 17:25:48.449,9.564
52c3627d-635c-44b0-8eca-f1a6c372019d,64,2025-03-30 17:25:48.453,2025-03-30 17:26:48.249,59.796
52c3627d-635c-44b0-8eca-f1a6c372019d,65,2025-03-30 17:26:48.251,2025-03-30 17:26:54.138,5.887
52c3627d-635c-44b0-8eca-f1a6c372019d,66,2025-03-30 17:26:54.140,2025-03-30 17:26:57.576,3.436
52c3627d-635c-44b0-8eca-f1a6c372019d,67,2025-03-30 17:26:57.577,2025-03-30 17:27:02.549,4.972
52c3627d-635c-44b0-8eca-f1a6c372019d,68,2025-03-30 17:27:02.553,2025-03-30 17:27:05.250,2.697
52c3627d-635c-44b0-8eca-f1a6c372019d,69,2025-03-30 17:27:05.252,2025-03-30 17:27:12.155,6.903
52c3627d-635c-44b0-8eca-f1a6c372019d,70,2025-03-30 17:27:12.158,2025-03-30 17:27:18.683,6.525
52c3627d-635c-44b0-8eca-f1a6c372019d,71,2025-03-30 17:27:18.687,2025-03-30 17:27:31.937,13.25
52c3627d-635c-44b0-8eca-f1a6c372019d,72,2025-03-30 17:27:31.942,2025-03-30 17:27:34.618,2.676
52c3627d-635c-44b0-8eca-f1a6c372019d,73,2025-03-30 17:27:34.620,2025-03-30 17:27:40.871,6.251
52c3627d-635c-44b0-8eca-f1a6c372019d,74,2025-03-30 17:27:40.874,2025-03-30 17:27:47.967,7.093
52c3627d-635c-44b0-8eca-f1a6c372019d,75,2025-03-30 17:27:47.970,2025-03-30 17:27:59.471,11.501
52c3627d-635c-44b0-8eca-f1a6c372019d,76,2025-03-30 17:27:59.476,2025-03-30 17:28:05.623,6.147
52c3627d-635c-44b0-8eca-f1a6c372019d,77,2025-03-30 17:28:05.626,2025-03-30 17:28:11.747,6.121
52c3627d-635c-44b0-8eca-f1a6c372019d,78,2025-03-30 17:28:11.749,2025-03-30 17:28:17.636,5.887
52c3627d-635c-44b0-8eca-f1a6c372019d,79,2025-03-30 17:28:17.638,2025-03-30 17:28:20.891,3.253
52c3627d-635c-44b0-8eca-f1a6c372019d,80,2025-03-30 17:28:20.893,2025-03-30 17:28:30.454,9.561
52c3627d-635c-44b0-8eca-f1a6c372019d,81,2025-03-30 17:28:30.459,2025-03-30 17:28:34.033,3.574
52c3627d-635c-44b0-8eca-f1a6c372019d,82,2025-03-30 17:28:34.035,2025-03-30 17:28:38.278,4.243
52c3627d-635c-44b0-8eca-f1a6c372019d,83,2025-03-30 17:28:38.280,2025-03-30 17:28:43.454,5.174
52c3627d-635c-44b0-8eca-f1a6c372019d,84,2025-03-30 17:28:43.456,2025-03-30 17:28:46.488,3.032
52c3627d-635c-44b0-8eca-f1a6c372019d,85,2025-03-30 17:28:46.489,2025-03-30 17:28:49.204,2.715
52c3627d-635c-44b0-8eca-f1a6c372019d,86,2025-03-30 17:28:49.207,2025-03-30 17:28:57.253,8.046
52c3627d-635c-44b0-8eca-f1a6c372019d,87,2025-03-30 17:28:57.257,2025-03-30 17:29:03.197,5.94
52c3627d-635c-44b0-8eca-f1a6c372019d,88,2025-03-30 17:29:03.200,2025-03-30 17:29:06.732,3.532
52c3627d-635c-44b0-8eca-f1a6c372019d,89,2025-03-30 17:29:06.733,2025-03-30 17:29:12.497,5.764
52c3627d-635c-44b0-8eca-f1a6c372019d,90,2025-03-30 17:29:12.499,2025-03-30 17:29:15.640,3.141
52c3627d-635c-44b0-8eca-f1a6c372019d,91,2025-03-30 17:29:15.642,2025-03-30 17:29:19.621,3.979
52c3627d-635c-44b0-8eca-f1a6c372019d,92,2025-03-30 17:29:19.623,2025-03-30 17:29:24.967,5.344
52c3627d-635c-44b0-8eca-f1a6c372019d,93,2025-03-30 17:29:24.969,2025-03-30 17:29:37.344,12.375
52c3627d-635c-44b0-8eca-f1a6c372019d,94,2025-03-30 17:29:37.349,2025-03-30 17:29:51.473,14.124
99ea5a4e-5011-47ee-823c-56fdacec63f5,95,2025-03-30 21:52:05.376,2025-03-30 21:52:09.424,4.048
99ea5a4e-5011-47ee-823c-56fdacec63f5,96,2025-03-30 21:52:09.501,2025-03-30 21:52:12.803,3.302
99ea5a4e-5011-47ee-823c-56fdacec63f5,97,2025-03-30 21:52:12.805,2025-03-30 21:52:16.548,3.743
99ea5a4e-5011-47ee-823c-56fdacec63f5,98,2025-03-30 21:52:16.550,2025-03-30 21:52:20.503,3.953
99ea5a4e-5011-47ee-823c-56fdacec63f5,99,2025-03-30 21:52:20.505,2025-03-30 21:52:24.874,4.369
99ea5a4e-5011-47ee-823c-56fdacec63f5,100,2025-03-30 21:52:24.876,2025-03-30 21:52:29.873,4.997
99ea5a4e-5011-47ee-823c-56fdacec63f5,101,2025-03-30 21:52:29.881,2025-03-30 21:52:33.100,3.219
99ea5a4e-5011-47ee-823c-56fdacec63f5,102,2025-03-30 21:52:33.101,2025-03-30 21:52:36.748,3.647
99ea5a4e-5011-47ee-823c-56fdacec63f5,103,2025-03-30 21:52:36.749,2025-03-30 21:52:40.395,3.646
99ea5a4e-5011-47ee-823c-56fdacec63f5,104,2025-03-30 21:52:40.396,2025-03-30 21:52:44.375,3.979
99ea5a4e-5011-47ee-823c-56fdacec63f5,105,2025-03-30 21:52:44.377,2025-03-30 21:52:49.610,5.233
99ea5a4e-5011-47ee-823c-56fdacec63f5,106,2025-03-30 21:52:49.613,2025-03-30 21:52:59.370,9.757
99ea5a4e-5011-47ee-823c-56fdacec63f5,107,2025-03-30 21:52:59.374,2025-03-30 21:53:10.452,11.078
99ea5a4e-5011-47ee-823c-56fdacec63f5,108,2025-03-30 21:53:10.456,2025-03-30 21:53:14.345,3.889
99ea5a4e-5011-47ee-823c-56fdacec63f5,109,2025-03-30 21:53:14.347,2025-03-30 21:53:17.102,2.755
99ea5a4e-5011-47ee-823c-56fdacec63f5,110,2025-03-30 21:53:17.103,2025-03-30 21:53:24.175,7.072
99ea5a4e-5011-47ee-823c-56fdacec63f5,111,2025-03-30 21:53:24.178,2025-03-30 21:53:30.175,5.997
99ea5a4e-5011-47ee-823c-56fdacec63f5,112,2025-03-30 21:53:30.178,2025-03-30 21:53:35.659,5.481
99ea5a4e-5011-47ee-823c-56fdacec63f5,113,2025-03-30 21:53:35.661,2025-03-30 21:53:42.006,6.345
74500da8-b16d-48c9-a573-2b507d395bbb,117,2025-03-30 21:54:06.721,2025-03-30 21:54:11.211,4.49
74500da8-b16d-48c9-a573-2b507d395bbb,118,2025-03-30 21:54:11.213,2025-03-30 21:54:17.904,6.691
74500da8-b16d-48c9-a573-2b507d395bbb,119,2025-03-30 21:54:17.908,2025-03-30 21:54:23.740,5.832
74500da8-b16d-48c9-a573-2b507d395bbb,120,2025-03-30 21:54:23.743,2025-03-30 21:54:26.620,2.877
74500da8-b16d-48c9-a573-2b507d395bbb,121,2025-03-30 21:54:26.621,2025-03-30 21:54:30.531,3.91
74500da8-b16d-48c9-a573-2b507d395bbb,122,2025-03-30 21:54:30.533,2025-03-30 21:54:35.474,4.941
74500da8-b16d-48c9-a573-2b507d395bbb,123,2025-03-30 21:54:35.476,2025-03-30 21:54:38.702,3.226
74500da8-b16d-48c9-a573-2b507d395bbb,124,2025-03-30 21:54:38.704,2025-03-30 21:54:42.726,4.022
74500da8-b16d-48c9-a573-2b507d395bbb,125,2025-03-30 21:54:47.783,2025-03-30 21:55:01.673,13.89
74500da8-b16d-48c9-a573-2b507d395bbb,126,2025-03-30 21:55:01.679,2025-03-30 21:55:07.044,5.365
74500da8-b16d-48c9-a573-2b507d395bbb,127,2025-03-30 21:55:07.047,2025-03-30 21:55:19.602,12.555
74500da8-b16d-48c9-a573-2b507d395bbb,128,2025-03-30 21:55:19.608,2025-03-30 21:55:25.894,6.286
74500da8-b16d-48c9-a573-2b507d395bbb,129,2025-03-30 21:55:25.896,2025-03-30 21:55:39.843,13.947
74500da8-b16d-48c9-a573-2b507d395bbb,130,2025-03-30 21:55:39.849,2025-03-30 21:55:43.460,3.611
74500da8-b16d-48c9-a573-2b507d395bbb,131,2025-03-30 21:55:43.465,2025-03-30 21:55:58.466,15.001
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,132,2025-03-30 21:56:02.547,2025-03-30 21:56:06.475,3.928
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,133,2025-03-30 21:56:06.486,2025-03-30 21:56:12.707,6.221
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,134,2025-03-30 21:56:12.709,2025-03-30 21:56:20.517,7.808
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,135,2025-03-30 21:56:20.522,2025-03-30 21:56:20.527,0.005
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,137,2025-03-30 21:56:26.170,2025-03-30 21:56:30.274,4.104
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,138,2025-03-30 21:56:30.279,2025-03-30 21:56:33.921,3.642
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,139,2025-03-30 21:56:33.923,2025-03-30 21:56:40.366,6.443
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,140,2025-03-30 21:56:40.371,2025-03-30 21:56:45.058,4.687
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,141,2025-03-30 21:56:45.060,2025-03-30 21:56:49.609,4.549
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,142,2025-03-30 21:56:49.612,2025-03-30 21:56:58.423,8.811
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,143,2025-03-30 21:56:58.426,2025-03-30 21:57:04.534,6.108
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,144,2025-03-30 21:57:04.538,2025-03-30 21:57:11.688,7.15
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,145,2025-03-30 21:57:11.691,2025-03-30 21:57:14.583,2.892
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,146,2025-03-30 21:57:14.585,2025-03-30 21:57:19.065,4.48
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,147,2025-03-30 21:57:19.067,2025-03-30 21:57:23.659,4.592
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,148,2025-03-30 21:57:23.662,2025-03-30 21:57:29.046,5.384
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,149,2025-03-30 21:57:29.049,2025-03-30 21:57:33.237,4.188
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,150,2025-03-30 21:57:33.244,2025-03-30 21:57:44.234,10.99
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,151,2025-03-30 21:57:44.242,2025-03-30 21:57:47.238,2.996
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,152,2025-03-30 21:57:47.240,2025-03-30 21:57:51.080,3.84
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,153,2025-03-30 21:57:51.081,2025-03-30 21:57:56.427,5.346
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,154,2025-03-30 21:57:56.433,2025-03-30 21:58:00.742,4.309
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,155,2025-03-30 21:58:00.743,2025-03-30 21:58:06.715,5.972
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,156,2025-03-30 21:58:06.723,2025-03-30 21:58:11.572,4.849
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,157,2025-03-30 21:58:11.575,2025-03-30 21:58:16.152,4.577
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,158,2025-03-30 21:58:16.154,2025-03-30 21:58:22.625,6.471
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,159,2025-03-30 21:58:22.628,2025-03-30 21:58:36.782,14.154
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,160,2025-03-30 21:58:36.789,2025-03-30 21:58:41.319,4.53
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,161,2025-03-30 21:58:41.321,2025-03-30 21:58:49.939,8.618
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,162,2025-03-30 21:58:49.944,2025-03-30 21:58:57.510,7.566
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,163,2025-03-30 21:58:57.513,2025-03-30 21:59:03.732,6.219
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,164,2025-03-30 21:59:03.736,2025-03-30 21:59:07.906,4.17
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,165,2025-03-30 21:59:07.908,2025-03-30 21:59:13.281,5.373
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,166,2025-03-30 21:59:13.287,2025-03-30 21:59:16.843,3.556
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,167,2025-03-30 21:59:16.845,2025-03-30 21:59:20.505,3.66
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,168,2025-03-30 21:59:20.508,2025-03-30 21:59:25.894,5.386
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,169,2025-03-30 21:59:25.898,2025-03-30 21:59:31.559,5.661
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,170,2025-03-30 21:59:31.561,2025-03-30 21:59:40.636,9.075
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,171,2025-03-30 21:59:40.640,2025-03-30 21:59:45.743,5.103
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,172,2025-03-30 21:59:45.745,2025-03-30 21:59:53.608,7.863
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,173,2025-03-30 21:59:53.612,2025-03-30 21:59:58.452,4.84
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,174,2025-03-30 21:59:58.454,2025-03-30 22:00:02.059,3.605
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,175,2025-03-30 22:00:02.061,2025-03-30 22:00:05.831,3.77
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,176,2025-03-30 22:00:05.832,2025-03-30 22:00:12.332,6.5
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,177,2025-03-30 22:00:12.335,2025-03-30 22:00:16.675,4.34
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,178,2025-03-30 22:00:16.678,2025-03-30 22:00:23.635,6.957
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,179,2025-03-30 22:00:23.638,2025-03-30 22:00:28.019,4.381
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,180,2025-03-30 22:00:28.021,2025-03-30 22:00:32.180,4.159
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,181,2025-03-30 22:00:32.184,2025-03-30 22:00:36.384,4.2
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,182,2025-03-30 22:00:36.388,2025-03-30 22:00:41.842,5.454
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,183,2025-03-30 22:00:41.844,2025-03-30 22:00:47.563,5.719
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,184,2025-03-30 22:00:47.566,2025-03-30 22:00:55.961,8.395
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,185,2025-03-30 22:01:01.054,2025-03-30 22:01:05.826,4.772
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,186,2025-03-30 22:01:05.828,2025-03-30 22:01:13.929,8.101
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,187,2025-03-30 22:01:13.933,2025-03-30 22:01:19.192,5.259
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,188,2025-03-30 22:01:19.194,2025-03-30 22:01:22.711,3.517
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,189,2025-03-30 22:01:22.712,2025-03-30 22:01:27.750,5.038
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,190,2025-03-30 22:01:27.754,2025-03-30 22:01:30.519,2.765
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,191,2025-03-30 22:01:30.521,2025-03-30 22:01:38.234,7.713
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,192,2025-03-30 22:01:38.238,2025-03-30 22:01:41.573,3.335
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,193,2025-03-30 22:01:41.578,2025-03-30 22:01:48.005,6.427
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,194,2025-03-30 22:01:48.008,2025-03-30 22:01:52.654,4.646
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,195,2025-03-30 22:01:52.656,2025-03-30 22:01:56.120,3.464
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,196,2025-03-30 22:01:56.123,2025-03-30 22:01:59.533,3.41
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,197,2025-03-30 22:01:59.537,2025-03-30 22:02:04.681,5.144
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,198,2025-03-30 22:02:04.687,2025-03-30 22:02:12.395,7.708
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,199,2025-03-30 22:02:12.401,2025-03-30 22:02:16.889,4.488
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,200,2025-03-30 22:02:16.891,2025-03-30 22:02:19.476,2.585
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,201,2025-03-30 22:02:19.478,2025-03-30 22:02:23.681,4.203
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,202,2025-03-30 22:02:23.683,2025-03-30 22:02:27.901,4.218
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,203,2025-03-30 22:02:27.903,2025-03-30 22:02:35.196,7.293
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,204,2025-03-30 22:02:35.199,2025-03-30 22:02:40.985,5.786
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,205,2025-03-30 22:02:40.987,2025-03-30 22:02:44.143,3.156
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,206,2025-03-30 22:02:44.145,2025-03-30 22:02:49.116,4.971
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,207,2025-03-30 22:02:49.118,2025-03-30 22:02:52.663,3.545
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,208,2025-03-30 22:02:52.665,2025-03-30 22:02:55.462,2.797
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,209,2025-03-30 22:02:55.467,2025-03-30 22:02:59.903,4.436
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,210,2025-03-30 22:02:59.905,2025-03-30 22:03:05.249,5.344
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,211,2025-03-30 22:03:05.252,2025-03-30 22:03:09.646,4.394
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,212,2025-03-30 22:03:09.648,2025-03-30 22:03:13.895,4.247
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,213,2025-03-30 22:03:13.902,2025-03-30 22:03:20.742,6.84
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,214,2025-03-30 22:03:20.746,2025-03-30 22:03:25.391,4.645
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,215,2025-03-30 22:03:25.393,2025-03-30 22:03:33.954,8.561
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,216,2025-03-30 22:03:33.960,2025-03-30 22:03:37.515,3.555
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,217,2025-03-30 22:03:37.517,2025-03-30 22:03:41.260,3.743
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,218,2025-03-30 22:03:41.261,2025-03-30 22:03:46.731,5.47
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,219,2025-03-30 22:03:46.735,2025-03-30 22:03:51.143,4.408
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,220,2025-03-30 22:03:51.148,2025-03-30 22:04:00.430,9.282
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,221,2025-03-30 22:04:00.433,2025-03-30 22:04:04.995,4.562
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,222,2025-03-30 22:04:04.996,2025-03-30 22:04:13.097,8.101
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,223,2025-03-30 22:04:13.101,2025-03-30 22:04:16.756,3.655
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,224,2025-03-30 22:04:16.758,2025-03-30 22:04:19.972,3.214
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,225,2025-03-30 22:04:19.973,2025-03-30 22:04:23.144,3.171
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,226,2025-03-30 22:04:23.146,2025-03-30 22:04:27.712,4.566
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,227,2025-03-30 22:04:27.714,2025-03-30 22:04:35.272,7.558
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,228,2025-03-30 22:04:35.276,2025-03-30 22:04:39.850,4.574
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,229,2025-03-30 22:04:39.852,2025-03-30 22:04:46.546,6.694
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,230,2025-03-30 22:04:46.549,2025-03-30 22:04:51.502,4.953
ad87efc0-28f6-4acc-8ec2-a5f449e974bc,231,2025-03-30 22:04:51.504,2025-03-30 22:04:55.287,3.783
